Histogram for the initial velocities
the velocities are generated according to a Gaussian distribution
for each of the cartesian axis
The variance is 0.85

Velocity (reduced units)	 Number of atoms with one component being between that velocity and the next one
-8.4970583145 								 0
-7.9305877602 								 0
-7.3641172059 								 0
-6.7976466516 								 0
-6.2311760973 								 0
-5.6647055430 								 0
-5.0982349887 								 0
-4.5317644344 								 0
-3.9652938801 								 0
-3.3988233258 								 0
-2.8323527715 								 0
-2.2658822172 								 6
-1.6994116629 								 16
-1.1329411086 								 60
-0.5664705543 								 69
 0.0000000000 								 97
 0.5664705543 								 52
 1.1329411086 								 18
 1.6994116629 								 6
 2.2658822172 								 0
 2.8323527715 								 0
 3.3988233258 								 0
 3.9652938801 								 0
 4.5317644344 								 0
 5.0982349887 								 0
 5.6647055430 								 0
 6.2311760973 								 0
 6.7976466516 								 0
 7.3641172059 								 0
 7.9305877602 								 0
